id,conversation_id,date,user_id,username,mentions,hashtags
1391827515371507715,1391827515371507715,2021-05-11,2849398098,vanuatutech,[],"['technews', 'techtips']"
1391809596017319941,1391808371863560194,2021-05-11,75375410,elander777,[],"['cryptonews', 'cryptocurrency']"
1391806298149199873,1391806298149199873,2021-05-11,482520842,aizatrazali_,[],[]
1391685648298299396,1391480370869243910,2021-05-10,3018169064,benwildenz,[],['cryptocurrency']
1391631476047761408,1391631476047761408,2021-05-10,1356942638721601536,whiterobin15,"[{'screen_name': 'oceangoddess_', 'name': 'send🌾', 'id': '1104588376873684994'}, {'screen_name': 'sovshia', 'name': 'sov', 'id': '1259179277653643264'}, {'screen_name': 'imeliaforreal', 'name': 'imelia zestianti', 'id': '194999372'}, {'screen_name': 'srl789', 'name': 'samuel ray', 'id': '58545290'}, {'screen_name': 'kurawa', 'name': 'rudi valinka', 'id': '46651600'}]",[]
1391591170543800323,1391584465424691200,2021-05-10,23415168,tinus_huyser,[],[]
1391564308853583873,1391564308853583873,2021-05-10,808170702071164928,bob237874,[],[]
1391558459691261956,1391558459691261956,2021-05-10,117497219,mlleroulleau,[],[]
1391503292388155395,1391483804615798784,2021-05-10,220333492,merxplat,[],[]
1391478393439461376,1391478393439461376,2021-05-10,1219159952306188288,jadwap909,[],[]
1391475935631712256,1391475935631712256,2021-05-10,1655056183,supremebeme,[],[]
1391424565935542274,1391382396377911296,2021-05-10,75375410,elander777,[],"['cryptocurrency', 'doge']"
1391404423847550981,1391404423847550981,2021-05-10,18359138,rejean_d,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]","['cryptocurrency', 'elonmusksnl', 'doge', 'dodgecoin', 'coinbase', 'webull', 'cryptocurrency', 'cryptocurrencynews']"
1391275642004676610,1391275642004676610,2021-05-09,2528982552,codievincent,[],[]
1391247917957140480,1391247917957140480,2021-05-09,185000070,joemimie106,[],[]
1391023035457495047,1391023035457495047,2021-05-09,1254315521085849603,koi30504453,[],"['doge', 'safemoon', 'cryptocurrency']"
1390793091116716039,1390445986330255361,2021-05-08,1315509150990790660,qaostheory,[],[]
1390776753300201473,1390776753300201473,2021-05-08,2274813596,ryu_yogen,[],[]
1390696401869418499,1390696401869418499,2021-05-08,234333259,sandrapearsall,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'mcuban', 'name': 'mark cuban', 'id': '16228398'}, {'screen_name': 'mikebloomberg', 'name': 'mike bloomberg', 'id': '16581604'}, {'screen_name': 'tomsteyer', 'name': 'tom steyer', 'id': '949934436'}, {'screen_name': 'melindagates', 'name': 'melinda french gates', 'id': '161801527'}, {'screen_name': 'mrwarrenbuffet', 'name': 'warren buffett news', 'id': '2176998253'}, {'screen_name': 'theellenshow', 'name': 'ellen degeneres', 'id': '15846407'}, {'screen_name': 'greekstockguru', 'name': 'the greek stock guru', 'id': '156735881'}, {'screen_name': 'julianwsaunders', 'name': 'julian saunders', 'id': '1318655001280024585'}, {'screen_name': 'jeffbezos', 'name': 'jeff bezos', 'id': '15506669'}]",[]
1390468439672721410,1390468439672721410,2021-05-07,2849398098,vanuatutech,[],"['technews', 'techtips']"
1390448823441367040,1390420155486834689,2021-05-07,288669119,rapragasa,[],[]
1390247661018701830,1390247661018701830,2021-05-06,704145903360319488,xusernameherex,[],['cryptocurrency']
1390176231463677952,1390176231463677952,2021-05-06,82501774,tylerban,"[{'screen_name': 'billmaher', 'name': 'bill maher', 'id': '19697415'}]","['cummies', 'cumrocket', 'cryptocurrency', 'protrader', 'cumeverywhereandcumoften', 'cummingondoge']"
1390097026956763140,1390084685825339395,2021-05-06,18060144,martynpepperell,[],[]
1390089049558306818,1390089049558306818,2021-05-06,1371748254497472512,tilbury879,[],[]
1390084685825339395,1390084685825339395,2021-05-06,18060144,martynpepperell,[],[]
